0,"However, the resulting total sample size of 80 patients can also be regarded sufficient for this investigation."
1,The study protocol was approved by the Institutional Review Board of Erciyes University and informed consent was obtained from the patients' relatives.
0,"We will examine whether increased weight loss slows disease progression and how changes in the biomechanical and inflammatory pathways result in improved function, diminished pain, and slower disease progression."
1,"This placebo-controlled, randomized, double-blind, single-center study was performed at the Department of Medical Intensive Care Unit and the Department of Infectious Diseases of Erciyes University Medical School during a 2-year period (from May 1997 to April 1999)."
0,The ZNA5–18 is a well-standardized motor instrument with good psychometric properties (see for more information [132].
16,"Student's t-test and the Mann-Whitney U multivariate analysis test were used for continuous variables, χ2 and Fisher's χ2 tests were used for proportions, and logistic regression was used for effects of factors on mortality."
0,"An additional subset of 17, 10–10 electrodes are shown as open circles."
16,"Values are expressed as means ± SD, odds ratio (OR) and 95% confidence interval (CI) or proportion."
0,The following definition of a fall was used: 'A fall is an event which results in a person coming to rest inadvertently on the ground or other lower level'.
3,"After approval by the faculty ethics committee, patients with severe sepsis (temperature >38°C or <36°C, heart rate >90 beats/min, respiratory rate >20/min or PaCO2 < 32 mmHg, white blood cell count >12,000/mm3 or <4000/mm3, documented infection and dysfunction of an organ or hypotension) were enrolled in the study."
0,"Ontario is Canada’s most populous province, with approximately 13 million residents."
6,"Primary outcomes were BCVA, CNV size and rate of closure, and OCT measurements at the foveal center."
0,"To account for multiple testing, we used the Bonferroni correction approach, using a significance level of alpha divided by the number of independent outcomes, that is 0.05/8 = 0.006."
6,Main secondary outcome was retreatment rates.
0,Protective efficacy was assessed by conducting a homologous 3D7 strain sporozoite challenge 3 weeks after the second NMRC-MV-Ad-PfC immunization.
1,"The study consisted of two parts, a single-dose analysis investigating the effects of a single ingestion of red wine (RW) versus dealcoholized red wine (DRW) and a long-term dietary intervention trial in which RW and DRW were consumed daily for 6 wk."
0,"Women who develop prelabour ruptured membranes after trial entry will remain in their treatment groups for the purposes of analysis, but will be advised to discontinue using vaginal pessaries to reduce the risk of introducing vaginal or ascending infection."
1,"Both trials were prospective, randomized and controlled studies."
0,Electroacupuncture (EA) Group: Electroacupuncture with needles stimulated by an electrical current (dense wave at 4 HZ and disperse wave at 20 HZ) generated by the generator (Model G6805-2) and intermittent non-specific manual twirling.
8,A difference of 2.5 points change in score of the primary outcome measure (RDQ) between each of the three active treatment groups and the waiting list group was considered to be clinically relevant [53].
0,The number of insertion attempts was recorded.
8,"Based on a 2-sided α of 0.05 and a 1-β of 0.90, with a standard deviation (SD) of the RDQ change of 4, a minimum of 220 patients (55 patients per group) needed to be recruited."
0,"The chromatographic separation was achieved on a Phenosphere NEXT CN, 5 μm, 4.6 × 50 mm column (Phenomenex), with mobile phase at a flow rate of 1 mL/min."
5,"Details of the interventions used have previously been published[18], but a brief description is given below."
0,– Freedom to work within whatever model the client brings.
1,"The proposed study is a randomised controlled trial, with blinded treatment allocation, assessment and analysis, in which 70 patients undergoing a scheduled unilateral TKA will be evaluated to assess the added value of CPM at home, using function and mobility as the main outcomes."
0,"We hypothesize the TeamCare-PCN intervention will reduce depressive symptoms, increase achievements of targets for cardio-metabolic measures, improve lifestyle behaviors, and be cost-effective."
4,"This study was conducted between November 2002 and April 2005, in the paediatric inpatient services of two hospitals in Beirut: the American University of Beirut Medical Centre (AUBMC), which is a tertiary care facility; and Najjar Hospital, a secondary care facility."
0,"Verbal consent will be obtained, and participants informed that they can stop taking part at any time."
4,"The study was approved by the Institutional Review Board and the Ethics Committee of the American University of Beirut, as well as the Board of Najjar Hospital."
0,The total cost per person was calculated by multiplying the number of units of service (quantity) and unit cost (price).
1,"This study is a randomized clinical trial to study short-term and long-term (cost) effectiveness of exercise therapy in combination with advice and information on the background of PFPS compared to advice and information on the background of PFPS only (""wait and see"") The study design (Figure 1) was approved by the Medical Ethics Committee at the Erasmus MC – university medical centre Rotterdam."
0,"We chose to use a vignette in the present study as we wanted to assess the practitioners' decisions about appropriate healthcare for a specific clinical scenario, which is precisely what clinical guidelines are intended to facilitate [6]."
1,All patients gave written informed consent.
0,The 23 subjects on insulin glargine were transitioned to equivalent doses of insulin detemir; while the 5 subjects on insulin lispro were also transitioned equivalent doses of insulin aspart in a 1:1 ratio.
16,"In this study, continuous variables were statistically compared using analysis of variance, paired and unpaired t-test analysis (α = 0.05) and multiple regression analysis."
0,"International normalized ratios values were not available in the databases and, therefore, not included in the HAS-BLED score calculation."
16,"For the sample size of the cohorts in this study and the primary endpoint of volume response, the statistical analysis had a power of 0.95 for an alpha = 0.01."
0,"In the event of a significant time/group interaction, independent sample t-tests were conducted using the Bonferroni correction in among-group analyses and comparisons within groups were conducted using paired sample t-tests."
16,"Data were analysed by Statistical Package for the Social Sciences (SPSS) version 10.0, × 2 test for qualitative variables, and Student's t test for quantitative variables."
0,"OS and PFS were calculated using Kaplan–Meier estimates, with medians and corresponding two-sided 95 % CIs reported."
1,The study was a randomised controlled trial of a solution-focused follow-up versus regular follow-up.
0,"Moreover, adverse events were recorded throughout the trial."
1,"We conducted a randomized controlled trial in the University of North Carolina (UNC) General Internal Medicine Practice, which serves a wide socioeconomic range of patients."
0,"In total, sequences from 35/0, 90/57, 117/104, and 147/148 pairs were obtained in env and gag for the first through final adjudications, respectively."
1,"The practice, staffed by over 20 attending faculty and 70 medical residents, cares for over 500 patients with heart failure."
0,ii- Provision of written and graphic educational materials with the foregoing information.
14,"Blinding of researchers was not practical in this study, however a person independent of the study has kept the master list of all randomised groups and will audit the integrity of the randomisation prior to analysis."
0,UGE was collected for 24 h beginning at 8:00 AM.
14,Participating women were made aware that two methods of providing information were being trialed but were not advised of the alternative resource to the one they received.
0,"The purpose of the First Experimental Study of Transference-interpretations [10, 17] was to measure the effects of Transference Work (TW) in dynamic psychotherapy."
1,"We conducted a single blind RCT with individuals randomly allocated to intervention (receipt of immediate welfare rights assessment, advice and active assistance with claims) or control condition (receipt of the intervention after a six month delay)."
0,The protocol was approved by the institutional review boards of all participating centers.
4,Four practices working from five premises in Newcastle upon Tyne participated.
0,The physical activity component consisted of encouragement to be moderately physically active for 30–60 minutes daily.
4,"Three premises were in the top ten per cent of the most deprived wards in England and two were in the top one per cent, measured using the Index of Multiple Deprivation[16]."
0,"The QST was performed at baseline and at the clinical visits: at 1 month (day 30–36), 2 months (day 60–66), and 3 months (day 90–96) after patch application (fig."
4,"The study was carried out with approval from the Johns Hopkins University, School of Medicine Institutional Review Board (IRB) and Informed Consent was obtained from the participants in accord with Helsinki Declaration and following careful explanation of all study conditions and procedures."
0,The logic model presents inputs (resources) and the activities related to each component.
4,"The study was conducted at the Lions Vision Center, Wilmer Eye Institute, Johns Hopkins University between May 2001 and November 2002."
0,"Data for this study were collected within Achieve BP, a larger randomized clinical trial (RCT) which integrated an interactive kiosk with an evidence- based curriculum into the clinical discharge process of an urban emergency department."
3,"Criteria for heart failure was left ventricular ejection fraction (LVEF) < 40 % at echocardiography or at least two of the criteria pulmonary rates, peripheral oedema, a third heart sound and signs of heart failure at chest X-ray."
0,"The counselor and patient collaboratively agreed on 2–4 activation goals to improve/maintain mood and facilitate smoking cessation, to be completed before the next session, and problem-solved barriers to completion."
3,"Patients with somatic disease or physical handicap with difficulties to communicate or handle the technical equipment and patients with only little knowledge in Swedish and patients with expected problems with compliance due to alcohol/drug abuse or major psychiatric illness, and participation in a trial, were excluded."
0,"Pain (at the pubic insertion of rectus abdominis) on squeeze test, positive crossover test, pain on resisted lower abdominal muscle contraction."
14,The registrar of the questionnaire data was blinded to group allocation.
0,"The inclusion criteria were:Treatment in the core study,completed 36 month visit of the core study,informed and written consent andcommitment to participate in the study over the entire study duration."
14,The researchers who scored the other study outcomes were blinded to the allocation of participants and whether the results were pre- or post-tests.
0,Biological samples were collected at baseline prior to any supplementation.
1,(See figure 2: flow chart) The study is a prospective randomised two-armed intervention study.
0,"If willing, they sign a consultee agreement form."
1,Subjects are randomised by an independent statistician and assigned to intervention (stepped care programme) or control group (care as usual).
0,We extracted the raw reads from the BAM files and aligned them to human genome hg19 using BWA (v0.6.2) [23].
6,"Assessments take place at baseline (T0), start of the programme (T1), at three (T2), six (T3), nine (T4) and twelve months (T5) and then at eighteen = follow-up1 (T6) and twenty-four = follow-up2 (T7) months."
0,Each patient served as his own control and was required to take the prescribed aspirin dose daily.
8,"Sample size estimation was based on GMBF data from our previous study, in which the standard deviation of GMBF was 160 units at inclusion [9]."
0,"The three groups were defined by the number of axillary local anaesthetic injections, namely single, double and triple-deposit groups."
8,"In the actual protocol, 20 patients were planned to be included so as to detect a difference between the two groups of 240 units with a type I error of 5% and a power of 95%."
0,"BL1 eligible participants were presented by the examining clinician to the case review panel, which rendered an eligibility determination [50]."
1,"Randomized, double blind, placebo-controlled, cross-over clinical trial (Figure 2)."
0,These studies are rated by clinicians who are trained to assess articles they believe would be important to practicing primary care physicians.
1,Singleblinded Radomized Clinical Trial.
0,"The participants will get a deadline for sending their data sets, before they are able to receive an individual feedback report, and the Rx-PAD will remind their group to send data sets before the second peer group meeting."
16,An unpaired Mann–Whitney nonparametric test with Bonferroni correction for multiple testing was performed to compare for differences between the AT and placebo group.
0,"Lesions and surrounding skin were evaluated for pain, erythema, and edema each day that the topical creams were administered and at follow-up study visits."
16,"P < 0.05 was considered statistically significant, and all data are presented as the mean ± standard deviation or as the median (minimum–maximum) unless otherwise indicated."
0,"In the final multivariable model three clinically significant covariates, age, gender and NT-proBNP were included."
4,"The trial is conducted within 'the Diabetes Care System (DCS)', a managed care system that was implemented in The Netherlands, as described above."
0,"A goal setting meeting (GSM) was arranged for all eligible participants to set a unique goal for the child to achieve by consensus between the teacher and the parent, and second, to define and operationalise specific behaviours that they hoped to increase and decrease."
4,"This care system has a well organised infrastructure with experienced medical assistants, diabetes nurses and dieticians and is therefore a suitable setting to implement a new therapy for patients with diabetes."
0,"Patients evaluated the ""ease of use"" for each of the 4 injections performed (Days 1, 8, 15, 22) by using the Ease-of-Use Grading Scale to indicate how easy it was for the patient to perform the injection."
6,The primary outcome measure is the difference between intervention and control group in change in cardiovascular risk score after 12 months.
0,"The insulin dose was to be adjusted weekly during weeks 1–4, twice weekly during weeks 5–12, and then weekly up to week 36."
6,"The cardiovascular risk score is based on the Oxford Risk Engine (algorithm that includes: age at diagnosis, duration of diabetes, sex, ethnicity, smoking status, systolic blood pressure, HbA1c, total cholesterol, HDL-cholesterol) [38]."
0,Ertumaxomab was administered as an i.v.
12,Given the cluster design participant concealment was not possible but data extraction and analysis was carried out in blind fashion by one of us (DM).
0,"The intensity of all solicited adverse events except fever was graded on a standard scale of (0–3), Grade 1 being those that did not interfere with normal activities and Grade 3 being those that prevented normal activities (Grade 3 redness and swelling: diameter > 100 mm); fever was graded on a 0−4 scale, Grade 3 being axillary temperatures ≥ 39.0- ≤ 40.0°C and Grade 4 being axillary temperatures > 40.0°C."
16,"We carried out comparisons of primary outcomes between the intervention and control arms at cluster (GP) level as this was the unit of randomisation [22] and data were analysed using a cluster specific method, Generalised Estimating Equation (GEE) model [23,24]."
0,"Parents or guardians gave written consent for children younger than 16 years and children also provided written assent, where able to do so, witnessed by the parent or guardian."
6,The primary outcome measure was whether a woman was allowed a companion with her during childbirth.
0,"Study staff also secures a location to conduct confidential study activities, or used a large mobile van."
6,"Secondary outcomes were (a) other beneficial policies (being allowed to move around in the 1st and in the 2nd stage of labour); (b) painful obstetric policies where benefit doubtful (routine episiotomy, routine enema); (c) indicators of humane care (being offered food, being offered water); and (d) indicators of inhumane care (being shouted at, being slapped or struck, being left alone)."
0,"This study was approved by the Institutional Review Board, and signed informed consent forms were obtained from all participants."
1,The MaDO study is a multi-centre pre-post uncontrolled prospective study and involves breast cancer patients who are operated on with curative intent.
0,The policy in Uganda supports public-private partnerships to improve health outcomes and registered drug shops are thus supposed to participate in the prevention and treatment of malaria [20].
1,Both pre and post- measurements last six months with an implementation period of six months in between.
0,"Severe hypoglycaemia was defined as a hypoglycaemic event requiring third‐party assistance, and minor hypoglycaemia was defined as measured blood glucose ≤ 3.9 mmol/l (≤ 56 mg/dl), with or without symptoms."
10,The randomization schedule was created using permuted blocks using a block size of 5 (corresponding to the five treatments).
0,"This study was approved by The Central Denmark Regions Committee on Biomedical Research Ethics as it adheres to the Helsinki Declaration II, and all participants gave their informed consent to participate in this study with the intent to publish."
10,Randomization was stratified by SNAP status (2 levels: negative: 0–4 :V vs. positive: >4 :V) and was assigned in a ratio of 1∶1∶1∶1∶1.
0,The standard soft tissue analysis is performed using software supplied by the manufacturer.
8,This trial is designed to demonstrate a 66% reduction of neonatal sepsis from 7.5% in women in the expectant group to 2.5% in women in the induction group.
0,"For the preparation of Biferonex® + HSA solutions, the contents of three syringes were added to a sterile 5.0 ml glass vial containing 1.6 ml of HSA solution at 30 mg/ml."
8,This requires a total sample size of 520 patients with 80 % power and a significance level of p = 0.05.
0,The detailed methods are described in Additional file 2 (Appendix 3).
1,"We conducted a 3-month prospective, controlled study with a quasi-experimental design (i.e., a nonrandomized controlled sample with geographic stratification [30 areas])."
0,"The participation, schedule of enrolment, interventions and assessment are presented in Table 4."
1,Control and intervention areas were selected for their similarities in rural-to-urban distribution of the population and patients' access to GPs and to minimize risk of overlap between areas.
0,Resting blood pressure was measured 3 times at 1-min intervals using a 765CP oscillometric sphygmomanometer (Omron) with participants seated after a 5-min rest.
5,"At baseline, all patients received medical care and oral information as usually provided by GPs."
0,The first will be discarded and the mean of the last two used in the analysis.
5,"In the intervention group, all patients also received the “back book.”"
0,Measured serum calcium concentration was corrected for serum albumin [14].
1,"This multicenter, open-label, randomized, phase I-B trial was conducted at six HIV-vaccine trial sites in France."
0,The individual plasma-concentration versus actual time data for gepotidacin were used to derive the pharmacokinetic parameters by using noncompartmental pharmacokinetic methods.
1,"The protocol was reviewed and approved by the Pitié–Salpêtrière Hospital Ethics Committee (Paris, France) and all volunteers gave informed consent."
0,A standardized procedure was used.
8,"The null hypothesis was that the intradermal and intramuscular routes would each have a 45% possibly, probably or certainly vaccination-related grade 2 or higher adverse event rate, excluding local pain, i.e., that observed in an ANRS pilot trial using LIPO-4 vaccine (unpublished data)."
0,"All necessary adjustments were made by a second independent, blind clinician."
8,"To detect a between-arm difference of 45 versus 80% in a two group continuity corrected chi square test with 80% power and a two-sided significance level of 0.05, 35 patients per arm suffice."
0,"The goal is to reach, with the mouse cursor, the bubble that changes color (from gray to red) randomly."
14,"In this open-label study regarding safety assessment, all laboratory analyses were performed by individuals blinded to administration route assignments."
0,"The vector is designed to be E1, E3, and E4 deleted, and express the recombinant gene from the E1 position in the adenovirus genome, and is produced in 293-ORF6 cells [26]."
14,Clinical staff and volunteers were aware of route assignments.
0,Tests of discrimination and calibration were performed sequentially after step-wise updating of the model intercept (‘recalibration-in-the-large’) and slope to allow for differences in baseline risk between the derivation and validation populations.
3,"Eligible patients were adults with endoscopically documented grade II, III or IV esophageal varices [14], absence of prior bleeding from varices, evidence of active and/or progressive liver disease (e.g. as indicated by repeatedly elevated serum transaminases or increasing serum bilirubin levels or development of ascites within the past year) or documented increase in the size of esophageal varices; all patients gave informed consent."
0,"Subjects enrolled at the Johns Hopkins Scleroderma Center also had serial measurements of digital perfusion performed at each pharmacokinetic visit pre-dose and 1, 2, 4, 6, 8, 10 and 12 hours post-dose."
3,"Patients were excluded for the following reasons: use of β-blockers and nitrates, malignancy, hemophilia, age older than 70–75 years, no opportunity for follow-up visits."
0,"Immunodeficient male and female athymic nude rats (Csl:NIH-Foxn1rnu strain code 316 (homozygous) (Charles River Laboratories, San Diego, CA, USA) received bilateral injections of ISC-hpNSC with three injection tracks per hemisphere: two tracks for the striatum and one for the substantia nigra, totaling 6 injection tracks per brain (Supplementary Table S3)."
1,A nested qualitative study utilising two data sources: semi-structured interviews with GP referrers and CMHT team leaders and Consultant Psychiatrists and recordings of CMHT 'allocation' meetings at which decisions were made about whether new referrals should be accepted and the patient assessed by a member the CMHT.
0,"The patients were randomized to individualized, nutritional treatment (intervention) or to routine care (control) using sequentially numbered envelopes containing the name of the allocated study group."
1,"Ethical, local Research & Development (R&D) and primary care R&D approvals were obtained for each site."
0,Patients were additionally excluded from the study if a failed block was diagnosed (normal sensation).
4,"This study is set in the Dutch Obstetric Consortium, a collaboration of obstetric clinics in the Netherlands."
0,Children who were ≥9 years of age or had prior receipt of ≥2 doses of an influenza vaccine at least 1 month apart were considered “primed.”
4,"The study will be carried out in nine hospitals, including academic hospitals and non-academic teaching hospitals [23]."
0,"In order to select variables that seemed to be most suitable and consistent for the study of upper limbs, a preliminary analysis was done with the help of video recordings."
3,"Exclusion criteria: breech presentation, twin pregnancies, maternal age < 18 years or absent informed consent."
0,The questionnaire quantifies physical activity level (kcal/day or in kJ if kcal are multiplied by 4.1855) throughout a 24hr-day as previously described [9].
3,"Healthy volunteers of both sexes, aged between 18 and 45 years, with a BMI >18.5 and <30 were included if they gave written informed consent."
0,Others have previously commented on this [25].
3,"Volunteers were excluded if they lived in the past in a malaria endemic area, had visited such an area in the last 12 months, had a history of clinical malaria, had used any investigational or non-registered drug or vaccine within 30 days preceding the first dose of study vaccine, had acute or chronic, clinically significant pulmonary, cardiovascular, hepatic or renal functional abnormality, as determined by physical examination or laboratory screening tests, had diabetes, had history of chronic alcohol consumption and/or intravenous drug abuse, had any confirmed or suspected acquired immunosuppressive or immunodeficient condition, including human immunodeficiency virus (HIV) infection, or history of congenital or hereditary immunodeficiency, had a history of allergic disease or reactions likely to be exacerbated by any component of the vaccine, had acute disease at the time of enrolment, were under immunosuppressive drugs within six months prior to the first vaccine dose, were under chronic drug therapy, were pregnant or planning to become pregnant for female volunteers."
0,"All mothers were offered at least five visits, one of which occurred towards the end of pregnancy."
12,Allocation concealment was done using sealed envelopes with numbers (1 to 46) corresponding to the sequence of assignment to the study.
0,"Following extraction, the analyte was eluted from the substrate using perchloric acid (0.1 M)."
12,All procedures for screening and group allocation of one subject were completed before the next subject was seen.
0,"We plan to consider the following covariates in adjusted models: Administrative union (Bangladesh) or location (Kenya);Field staff team member who recorded the measurement;Time between intervention delivery and measurement;Month of measurement, to account for seasonal variation;Household food insecurity;Child age;Child sex;Mother's age;Mother's height;Mother's education level and literacy;Number of children <15 years in the household;Number of individuals living in the compound;Distance (in minutes) to the primary water source;Housing materials (floor, walls and roof) and household assets."
13,"The randomization was done by PV, statistician at the Swiss Tropical Institute, who did not have any contact with the clinicians or the participants."
0,"The swab was removed, placed into 0.9 ml of buffered salt solution and vortexed to release fluid and processed as previously reported [7]."
13,"The physician in charge of the screening and inclusion of the participants opened the envelopes sequentially, using one block for each sex."
0,"All filter papers were subsequently transferred to the Institute of Tropical Medicine (Antwerp, Belgium) where centralized genotyping was conducted; deoxyribonucleic acid was purified as described elsewhere [9]."
14,The study was single blind (participant unaware of product applied).
0,"An employer is obliged to start rehabilitation as soon as possible, in order that the employee can resume own work or other adequate work."
8,"Assuming a conservative estimate of 30% attrition at 1 year (a lower attrition would increase the power of the study) due to death and loss to follow-up (15% in Jolly 1999 [66]), a sample size of 650 patients (450 evaluable at 1 year) would have 90% power, at the 5% significance level, to detect the differences tabulated (table 3) (population standard deviations estimated from Jolly 1999 [66])."
0,"A process evaluation is carried out to evaluate whether the nutritional intervention follows the protocol, with regard to the dietetic counselling and the consumption of the nutritional supplement."
3,Study patients were adults (≥ 18 years of age) with chronic nonmalignant pain and stable analgesic requirements (daily opioid requirement of ≥ 45 mg morphine equivalents).
0,The investigator was not blinded to the pre-treatment ERUS results.
3,"Exclusion criteria included hypersensitivity to hydromorphone or other opioid agonists; gastrointestinal disorders that could affect the intake, absorption or transit of study medication; significant disorders of the central nervous system; respiratory compromise; risk of serious decrease in blood pressure with an opioid analgesic; significant organ or metabolic dysfunction; a history of drug or alcohol abuse; requirement for radiation treatment; pregnancy or lactation; and use of any investigational drug within 30 days of study initiation."
0,"Measurements of CIMT were made using IMT measurement software (Intimascope; Media Cross Co., Tokyo, Japan) at 3 levels of the lateral and medial walls, 1–3 cm proximal to the carotid bifurcation."
8,"Assuming a risk of recrudescence adjusted by genotyping of 6% for MAS3 and 1% for DHA-PPQ group, we calculated that a minimum of 250 patients would be needed in each treatment arm to detect a significant difference at 5% significance level and 80% power."
0,"Intracellular cytokine staining (ICS) assays were done using whole blood, TCL (6 hours) or PBMC (overnight), stimulated with JEV peptides (3–10 μg/ml), peptide pools (3 μg/ml), JEV infected cell lysate, or approximately 103.4 to 104.4 plaque forming units (PFU) of JEV SA14-14-2 in the presence of 10 μg/ml brefeldin A during the stimulation."
16,Results were immunologic analyses were primarily descriptive.
0,The study is designed as a double-blind placebo controlled randomised clinical trial.
16,A Kaplan-Meier disease-free survival estimate and 95% confidence bounds was generated for the clinical data.
0,"Finally, the CGI-BP-S is a 7-point scale that rates a patient’s severity of bipolar illness in 3 categories: mania, depression, and overall; higher scores indicate more severe disease (Spearing et al. 1997)."
8,"A sample size of 31 per group was estimated to have at least 80% power to detect (with 95% confidence) a difference of 35% between the success rates for 4% dimeticone lotion and 0.5% malathion liquid, based on a 70% success rate for dimeticone 4% lotion and evidence suggesting lower success rates with 0.5% malathion liquid, of about 19%–35%."
0,The trial statistician employed a randomly generated number sequence to allocate patients to the surgical and medical groups.
8,"[1], [2], [11] The planned sample sizes of 34 per group made some allowance for drop out."
0,"Only women with confirmed endometrial hyperplasia fulfilling the inclusion criteria were eligible, after having signed the informed consent during the second consultation."
8,This study was designed as a pilot for a larger randomized clinical trial.
0,"The nutrition treatment group received a regular supply of lipid-based nutrient supplements (Nutriset, Malaunay, France) for children aged 6–24 months."
8,The sample size was chosen based on financial and logistical restraints.
0,The 2-hour cut-off was chosen because it is the maximum pre-hospital delay that allows for eligible patients to receive thrombolysis within 3 hours.
4,"Data will be collected into a web-based data base designed to capture all visit information including medical history, results form laboratory analysis and adverse events."
0,Figure 1 shows both silicone cups being applied to the low back area.
4,Baseline data and ongoing data collection as outlined in table 3 will be obtained.
0,"At the time the protocol was designed, we identified two instruments used to investigate reasons for pre-hospital delay [22, 23]."
6,The primary outcome for the follow-up study was the composite measure of death or neurosensory disability at age of 18 months.17
0,"The assessment included history of clinical symptoms, possible adverse events, concomitant drug consumption and clinical examination including measurement of axillary temperature."
6,"Secondary outcomes for the children were death alone, each individual measure of neurosensory disability alone, delayed speech, other disability and contact with health services."
0,We used binary logistic regression modeling to assess the independent effect of vildagliptin (vs. metformin only) on the likelihood of IL-1ß changes beyond the lowest tertile (changes greater than recorded in the lowest tertile).
3,• Age ≥ 18 years • Patients with acute cholecystitis with three of the following symptoms or signs • Abdominal pain in the upper right quadrant • Murphy's sign • Leukocytosis > 10 × 103/μl • Rectal temperature > 38°C or < 36.5°C plus • Cholecystolithiasis (stones/sludge) or sonographic signs of cholecystitis (thickening and triple layer formation of the gall bladder wall) • Immediate antibiotic therapy (400 mg Moxifloxacin i.v.
0,All participants were required to qualify for the glycemia trial and at least one of the nested trials (BP or lipid).
3,once a day) • Laparoscopic cholecystectomy possible within 24 hours after presentation of the patient • Informed consent Exclusion criteria
0,Correlation of ABA status and clinical responses was performed in post-hoc hypotheses-generating analyses.
5,"Participants were randomized to receive a standard dose of AS and SP (AS+SP) over three days, or AS+SP over the first three days plus primaquine (PQ) administered on the fourth day."
0,Safety evaluations were performed on all participants who were randomized.
8,In a previous trial [23] 30% of subjects were gametocyte positive on day 7 after treatment with SP and 3 doses of artesunate.
0,All AEs were classified according to the preferred term in the Medical Dictionary for Regulatory Activities (MedDRA).
8,"Assuming a similar rate, a trial with 60 subjects in each arm would have at least 90% power (using a significance level of 0.05) to detect a difference between treatments if gametocyte prevalence detected by RT-PCR after treatment is 30% or more on day 14 in the AS+SP arm and 5% or less in AS+SP+PQ, allowing for 10% loss to follow up."
0,Strong standardized verbal encouragement was given during all trials.
14,The trial was not blinded; however laboratory staff performing the PCR assays were unaware of the treatment allocation.
0,"Blood samples were collected within 7 days before starting ART (baseline) and at weeks 12, 24, and 48 during ART."
6,"The primary measure of effectiveness was infection with HIV-1 or HIV-2, measured by detecting antibodies in oral mucosal transudate (OMT) (OraQuick® ADVANCE Rapid HIV-1/2 Antibody Test, Orasure Technologies) and confirmed by an enzyme-linked immunosorbent assay (ELISA) (Genetic Systems™ HIV-1/HIV-2 Plus O ELISA from BioRad) and/or Western Blot (Genetic Systems™ HIV-1 Western Blot, BioRad) from a finger prick or serum specimen."
0,"WBB calibration provides an accurate measure of COP[27,75]."
6,We evaluated safety by comparing the incidence of adverse events (AEs) including pelvic exam findings and sexually transmitted infections (STIs).
0,Insulin dose was then titrated up or down to meet a target blood glucose of 5–7 mmol/L according to at least 7-point blood glucose profiles (before and after meals and at bedtime) for the next 3 days.
6,Primary outcome is the changes in the pain score at week 10.
0,Patients were excluded if they refused consent or if they had been previously enrolled in the study.Conduct of the study
6,"Secondary outcomes included the changes in the ACR core disease measures, including the number of tender and swollen joints, physician global assessment, patient global assessment and the HAQ; DAS 28 score and the number of patients who achieved ACR 20 at week 10."
0,"After enzyme-substrate reaction was stopped by addition of 5 M sulfuric acid solution, the plates were read at 490 nm with 650 nm as a reference using Spectramax M2 microplate reader (Molecular Devices)."
10,We randomized enrolled participants to either SAVVY or placebo using a 1∶1 allocation ratio.
0,"It is comprised of 3 positively worded (e.g., ""I'm always optimistic about my future""), 3 negatively worded items (e.g. ""I hardly ever expect things to go my way"") and the other 4 are filler questions."
10,"An FHI statistician developed the allocation sequence using a computer random number generator and randomly varied permuted-blocks of size 12, 18, and 24, stratified on site."
0,Phone contact was attempted up to seven times before the parent was deemed a non-respondent.
13,An FHI statistician not otherwise involved with the study developed the allocation sequence.
0,Fasting body weight was measured for laboratory checkup.
13,Clinic managers assigned participants to their study groups.
0,"Smokers will be allowed to smoke ad libitum, rather than according to a pre-specified quantity or timetable."
